Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
L10Mo01.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642372	642372	642372	642372	642372	642372	1	642372	642372	642011	26.28	26.29	642372	642372	642372	642372	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	3.58	1.09	642073	642073	642073	642073	642073	642073	1	1	1	1
L10Mo01.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642369	642369	642369	642369	642369	642369	1	642369	642369	642011	26.28	26.29	642369	642369	642369	642369	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	3.58	0.93	642070	642070	642070	642070	642070	642070	1	1	1	1
L10Mo01.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642385	642385	642385	642385	642385	642385	1	642385	642385	642011	26.28	26.29	642385	642385	642385	642385	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	3.58	1.09	642086	642086	642086	642086	642086	642086	1	1	1	1
L10Mo03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642355	642355	642355	642355	642355	642355	1	642355	642355	642011	26.28	26.29	642355	642355	642355	642355	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	4.83	0.93	642033	642033	642033	642033	642033	642033	1	1	1	1
L10Mo03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	641337	641337	641337	641337	641337	641337	1	641337	641337	642011	26.29	26.29	641337	641337	641337	641337	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.848	1.000	0.00	4.52	0.94	641038	641038	641038	641038	641038	641038	1	1	1	1
L10Mo03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642355	642355	642355	642355	642355	642355	1	642355	642355	642011	26.28	26.29	642355	642355	642355	642355	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	4.98	0.93	642033	642033	642033	642033	642033	642033	1	1	1	1
L10Mo03.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	633070	633070	633070	633070	633070	633070	1	633070	633070	642011	26.30	26.29	633070	633070	633070	633070	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	98.560	1.000	0.00	4.58	0.95	632771	632771	632771	632771	632771	632771	1	1	1	1
L11Vc04.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642217	642217	642217	642217	642217	642217	1	642217	642217	642011	26.29	26.29	642217	642217	642217	642217	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	136.91	14.02	642058	642058	642058	642058	642058	642058	1	1	1	1
L11Vc04.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642406	642406	642406	642406	642406	642406	1	642406	642406	642011	26.28	26.29	642406	642406	642406	642406	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	136.91	14.02	642107	642107	642107	642107	642107	642107	1	1	1	1
L11Vc04.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	644376	644376	644376	644376	644376	644376	1	644376	644376	642011	26.29	26.29	644376	644376	644376	644376	1	1	1	1	1	1	644376	1	0	0	0	0 + 0 part	0	100.000	1.004	0.00	146.10	15.73	642107	644077	642107	642107	642107	642107	1	1	1	1
L11Vc04.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642418	642418	642418	642418	642418	642418	1	642418	642418	642011	26.28	26.29	642418	642418	642418	642418	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	136.91	14.02	642119	642119	642119	642119	642119	642119	1	1	1	1
L11Vc05.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642464	642464	642464	642464	642464	642464	1	642464	642464	642011	26.28	26.29	642464	642464	642464	642464	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	137.69	14.49	642110	642110	642110	642110	642110	642110	1	1	1	1
L11Vc05.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642448	642448	642448	642448	642448	642448	1	642448	642448	642011	26.28	26.29	642448	642448	642448	642448	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	137.69	14.49	642109	642109	642109	642109	642109	642109	1	1	1	1
L11Vc05.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642447	642447	642447	642447	642447	642447	1	642447	642447	642011	26.28	26.29	642447	642447	642447	642447	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	137.69	14.64	642148	642148	642148	642148	642148	642148	1	1	1	1
L11Vc05.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642447	642447	642447	642447	642447	642447	1	642447	642447	642011	26.28	26.29	642447	642447	642447	642447	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.001	0.00	137.69	14.64	642148	642148	642148	642148	642148	642148	1	1	1	1
L14Lap03.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642344	642344	642344	642344	642344	642344	1	642344	642344	642011	26.27	26.29	642344	642344	642344	642344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.001	0.00	180.53	12.77	642028	642028	642028	642028	642028	642028	1	1	1	1
L14Lap03.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642344	642344	642344	642344	642344	642344	1	642344	642344	642011	26.28	26.29	642344	642344	642344	642344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.001	0.00	180.69	12.77	642030	642030	642030	642030	642030	642030	1	1	1	1
L14Lap03.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642344	642344	642344	642344	642344	642344	1	642344	642344	642011	26.28	26.29	642344	642344	642344	642344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.001	0.00	180.69	12.77	642030	642030	642030	642030	642030	642030	1	1	1	1
L14Lap03.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642344	642344	642344	642344	642344	642344	1	642344	642344	642011	26.28	26.29	642344	642344	642344	642344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.997	1.001	0.00	180.53	12.77	642025	642025	642025	642025	642025	642025	1	1	1	1
L14Os02.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642285	642285	642285	642285	642285	642285	1	642285	642285	642011	26.28	26.29	642285	642285	642285	642285	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	100.93	7.63	641973	641973	641973	641973	641973	641973	1	1	1	1
L14Os02.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	631637	631637	631637	631637	631637	631637	1	631637	631637	642011	26.31	26.29	631637	631637	631637	631637	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	98.345	1.000	0.00	100.10	7.29	631338	631338	631338	631338	631338	631338	1	1	1	1
L14Os02.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642285	642285	642285	642285	642285	642285	1	642285	642285	642011	26.28	26.29	642285	642285	642285	642285	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	100.93	7.63	641973	641973	641973	641973	641973	641973	1	1	1	1
L14Os02.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	595344	595344	595344	595344	595344	595344	1	595344	595344	642011	26.34	26.29	595344	595344	595344	595344	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	92.692	1.000	0.00	100.15	7.06	595045	595045	595045	595045	595045	595045	1	1	1	1
L14Os06.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642318	642318	642318	642318	642318	642318	1	642318	642318	642011	26.28	26.29	642318	642318	642318	642318	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	102.02	7.48	641958	641958	641958	641958	641958	641958	1	1	1	1
L14Os06.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642318	642318	642318	642318	642318	642318	1	642318	642318	642011	26.28	26.29	642318	642318	642318	642318	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	101.71	7.48	642019	642019	642019	642019	642019	642019	1	1	1	1
L14Os06.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642318	642318	642318	642318	642318	642318	1	642318	642318	642011	26.28	26.29	642318	642318	642318	642318	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	101.71	7.48	642019	642019	642019	642019	642019	642019	1	1	1	1
L14Os06.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642318	642318	642318	642318	642318	642318	1	642318	642318	642011	26.29	26.29	642318	642318	642318	642318	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	101.71	7.48	642019	642019	642019	642019	642019	642019	1	1	1	1
L14Os08.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	641808	641808	641808	641808	641808	641808	1	641808	641808	642011	26.29	26.29	641808	641808	641808	641808	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	99.965	1.000	0.00	217.05	13.71	641699	641699	641699	641699	641699	641699	1	1	1	1
L14Os08.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	645544	645544	645544	645544	645544	645544	1	645544	645544	642011	26.42	26.29	645544	645544	645544	645544	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	2490	99.965	1.002	0.00	229.36	15.58	643054	643054	643054	643054	643054	643054	1	1	1	1
L14Os08.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	644879	644879	644879	644879	644879	644879	1	644879	644879	642011	26.40	26.29	644879	644879	644879	644879	1	1	1	1	1	1	644879	2	0	0	0	0 + 0 part	0	99.965	1.005	0.00	269.87	20.26	377668	644322	377668	377668	266654	266654	1	1	2	2
L14Os08.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	643984	643984	643984	643984	643984	643984	1	643984	643984	642011	26.37	26.29	643984	643984	643984	643984	1	1	1	1	0	0	0	2	0	0	0	0 + 1 part	923	99.965	1.002	0.00	256.94	18.85	643061	643061	643061	643061	643061	643061	1	1	1	1
L14Sv01.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642045	642045	642045	642045	642045	642045	1	642045	642045	642011	26.29	26.29	642045	642045	642045	642045	1	1	1	1	0	0	0	0	0	0	0	0 + 0 part	0	100.000	1.000	0.00	186.91	15.89	641883	641883	641883	641883	641883	641883	1	1	1	1
L14Sv01.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642194	642194	642194	642194	642194	642194	1	642194	642194	642011	26.29	26.29	642194	642194	642194	642194	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	186.91	15.89	641944	641944	641944	641944	641944	641944	1	1	1	1
L14Sv01.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	642194	642194	642194	642194	642194	642194	1	642194	642194	642011	26.29	26.29	642194	642194	642194	642194	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	186.91	15.89	641944	641944	641944	641944	641944	641944	1	1	1	1
L14Sv01.schyzaphis.61_10_400_51_5_assembly	1	1	1	1	1	1	642194	642194	642194	642194	642194	642194	1	642194	642194	642011	26.29	26.29	642194	642194	642194	642194	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	186.91	15.89	641944	641944	641944	641944	641944	641944	1	1	1	1
L15Sv08.LSR1.61_10_400_51_5_assembly	1	1	1	1	1	1	642239	642239	642239	642239	642239	642239	1	642239	642239	642011	26.28	26.29	642239	642239	642239	642239	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	176.48	15.42	641940	641940	641940	641940	641940	641940	1	1	1	1
L15Sv08.myzus.61_10_400_51_5_assembly	1	1	1	1	1	1	642239	642239	642239	642239	642239	642239	1	642239	642239	642011	26.28	26.29	642239	642239	642239	642239	1	1	1	1	0	0	0	1	0	0	0	0 + 0 part	0	100.000	1.000	0.00	176.32	15.42	641940	641940	641940	641940	641940	641940	1	1	1	1
L15Sv08.rearranged.61_10_400_51_5_assembly	1	1	1	1	1	1	645623	645623	645623	645623	645623	645623	1	645623	645623	642011	26.43	26.29	645623	645623	645623	645623	1	1	1	1	1	1	645623	1	0	0	0	0 + 1 part	1163	100.000	1.004	0.00	209.65	17.91	376876	644460	376876	376876	267584	267584	1	1	2	2
